City,Year,Month Number,Month,TotalBNBImputed,Month-Year,Monthly change in BNB
Kasama,2010,1,January,1417.6,January 2010,
Kasama,2010,2,February,1417.6,February 2010,0.0
Kasama,2010,3,March,1417.6,March 2010,0.0
Kasama,2010,4,April,1417.6,April 2010,0.0
Kasama,2010,5,May,1417.6,May 2010,0.0
Kasama,2010,6,June,1417.6,June 2010,0.0
Kasama,2010,7,July,1417.6,July 2010,0.0
Kasama,2010,8,August,1417.6,August 2010,0.0
Kasama,2010,9,September,1417.6,September 2010,0.0
Kasama,2010,10,October,1417.6,October 2010,0.0
Kasama,2010,11,November,1417.6,November 2010,0.0
Kasama,2010,12,December,1417.6,December 2010,0.0
Kasama,2011,1,January,1458.52,January 2011,40.92
Kasama,2011,2,February,1458.52,February 2011,40.19
Kasama,2011,3,March,1458.52,March 2011,-40.19
Kasama,2011,4,April,1487.35,April 2011,28.83
Kasama,2011,5,May,1458.52,May 2011,48.27
Kasama,2011,6,June,1458.52,June 2011,-134.76
Kasama,2011,7,July,1458.52,July 2011,17.04
Kasama,2011,8,August,1458.52,August 2011,40.62
Kasama,2011,9,September,1458.52,September 2011,-47.85
Kasama,2011,10,October,1458.52,October 2011,47.85
Kasama,2011,11,November,1458.52,November 2011,0.0
Kasama,2011,12,December,1458.52,December 2011,0.0
Kasama,2012,1,January,1561.98,January 2012,103.46
Kasama,2012,2,February,1561.98,February 2012,0.0
Kasama,2012,3,March,1561.98,March 2012,0.0
Kasama,2012,4,April,1561.98,April 2012,0.0
Kasama,2012,5,May,1561.98,May 2012,-26.36
Kasama,2012,6,June,1561.98,June 2012,26.36
Kasama,2012,7,July,1561.98,July 2012,0.0
Kasama,2012,8,August,1561.98,August 2012,-31.66
Kasama,2012,9,September,1551.18,September 2012,20.86
Kasama,2012,10,October,1555.98,October 2012,4.8
Kasama,2012,11,November,1561.98,November 2012,37.12
Kasama,2012,12,December,1561.98,December 2012,12.56
Kasama,2013,1,January,2088.66,January 2013,483.0
Kasama,2013,2,February,2088.66,February 2013,0.0
Kasama,2013,3,March,2088.66,March 2013,-565.92
Kasama,2013,4,April,2043.44,April 2013,520.7
Kasama,2013,5,May,2185.72,May 2013,142.28
Kasama,2013,6,June,2131.54,June 2013,-54.18
Kasama,2013,7,July,2109.28,July 2013,-22.26
Kasama,2013,8,August,2099.39,August 2013,-9.89
Kasama,2013,9,September,2115.38,September 2013,15.99
Kasama,2013,10,October,2170.47,October 2013,55.09
Kasama,2013,11,November,2200.43,November 2013,29.96
Kasama,2013,12,December,2088.66,December 2013,107.79
Kasama,2014,1,January,2276.68,January 2014,-31.54
Kasama,2014,2,February,2383.6,February 2014,106.92
Kasama,2014,3,March,2383.6,March 2014,0.0
Kasama,2014,4,April,2311.22,April 2014,-72.38
Kasama,2014,5,May,2337.41,May 2014,26.19
Kasama,2014,6,June,2306.54,June 2014,-30.87
Kasama,2014,7,July,2251.1,July 2014,-55.44
Kasama,2014,8,August,2287.14,August 2014,36.04
Kasama,2014,9,September,2594.33,September 2014,307.19
Kasama,2014,10,October,2612.9,October 2014,18.57
Kasama,2014,11,November,2525.26,November 2014,-87.64
Kasama,2014,12,December,2554.09,December 2014,28.83
Kasama,2015,1,January,2616.67,January 2015,119.05
Kasama,2015,2,February,2616.67,February 2015,-100.74
Kasama,2015,3,March,2616.67,March 2015,32.08
Kasama,2015,4,April,2616.67,April 2015,12.19
Kasama,2015,5,May,2616.67,May 2015,0.0
Kasama,2015,6,June,2616.67,June 2015,0.0
Kasama,2015,7,July,2616.67,July 2015,0.0
Kasama,2015,8,August,2616.67,August 2015,0.0
Kasama,2015,9,September,2616.67,September 2015,0.0
Kasama,2015,10,October,2616.67,October 2015,0.0
Kasama,2015,11,November,2616.67,November 2015,0.0
Kasama,2015,12,December,2616.67,December 2015,0.0
Kasama,2016,1,January,2946.53,January 2016,329.86
Kasama,2016,2,February,2751.47,February 2016,-195.06
Kasama,2016,3,March,2956.96,March 2016,
Kasama,2016,4,April,3087.39,April 2016,335.92
Kasama,2016,5,May,3032.23,May 2016,-55.16
Kasama,2016,6,June,3062.72,June 2016,30.49
Kasama,2016,7,July,3104.05,July 2016,41.33
Kasama,2016,8,August,2956.96,August 2016,
Kasama,2016,9,September,2869.32,September 2016,-234.73
Kasama,2016,10,October,3078.76,October 2016,209.44
Kasama,2016,11,November,2956.96,November 2016,
Kasama,2016,12,December,2680.14,December 2016,9601.38
Kasama,2017,1,January,3011.64,January 2017,-9668.5
Kasama,2017,2,February,2964.86,February 2017,-46.78
Kasama,2017,3,March,2982.58,March 2017,17.72
Kasama,2017,4,April,3056.91,April 2017,74.33
Kasama,2017,5,May,3063.23,May 2017,6.32
Kasama,2017,6,June,2910.39,June 2017,-152.84
Kasama,2017,7,July,2875.0,July 2017,-35.39
Kasama,2017,8,August,2953.62,August 2017,78.62
Kasama,2017,9,September,2951.92,September 2017,-1.7
Kasama,2017,10,October,2938.71,October 2017,-13.21
Kasama,2017,11,November,3033.65,November 2017,94.94
Kasama,2017,12,December,3006.61,December 2017,-27.04
Kasama,2018,1,January,3320.46,January 2018,313.85
Kasama,2018,2,February,3391.7,February 2018,71.24
Kasama,2018,3,March,3334.91,March 2018,-56.79
Kasama,2018,4,April,3261.21,April 2018,-73.7
Kasama,2018,5,May,3199.37,May 2018,-61.84
Kasama,2018,6,June,3155.65,June 2018,-43.72
Kasama,2018,7,July,3082.41,July 2018,-73.24
Kasama,2018,8,August,2990.82,August 2018,-91.59
Kasama,2018,9,September,3059.28,September 2018,68.46
Kasama,2018,10,October,2997.76,October 2018,-61.52
Kasama,2018,11,November,3148.12,November 2018,150.36
Kasama,2018,12,December,3005.95,December 2018,-142.17
Kasama,2019,1,January,2993.97,January 2019,-11.98
Kasama,2019,2,February,3005.66,February 2019,11.69
Kasama,2019,3,March,3060.08,March 2019,54.42
Kasama,2019,4,April,3413.24,April 2019,353.16
Kasama,2019,5,May,3051.09,May 2019,-362.15
Kasama,2019,6,June,3188.81,June 2019,137.72
Kasama,2019,7,July,3744.22,July 2019,555.41
Kasama,2019,8,August,4129.06,August 2019,384.84
Kasama,2019,9,September,4043.67,September 2019,-85.39
Kasama,2019,10,October,4254.68,October 2019,211.01
Kasama,2019,11,November,3965.76,November 2019,-288.92
Kasama,2019,12,December,3734.11,December 2019,-231.65
Kasama,2020,1,January,3801.29,January 2020,67.18
Kasama,2020,2,February,3882.02,February 2020,80.73
Kasama,2020,3,March,3824.0,March 2020,-58.02
Kasama,2020,4,April,3860.28,April 2020,36.28
Kasama,2020,5,May,3837.93,May 2020,-22.35
Kasama,2020,6,June,4057.81,June 2020,219.88
Kasama,2020,7,July,3989.79,July 2020,-68.02
Kasama,2020,8,August,3925.74,August 2020,-64.05
Kasama,2020,9,September,4059.66,September 2020,133.92
Kasama,2020,10,October,3897.17,October 2020,-162.49
Kasama,2020,11,November,4091.76,November 2020,194.59
Kasama,2020,12,December,4281.32,December 2020,189.56
Kasama,2021,1,January,3854.99,January 2021,-426.33
Kasama,2021,2,February,4140.66,February 2021,285.67
Kasama,2021,3,March,4276.64,March 2021,135.98
Kasama,2021,4,April,3973.17,April 2021,-303.47
Kasama,2021,5,May,4278.53,May 2021,305.36
Kasama,2021,6,June,4676.21,June 2021,397.68
Kasama,2021,7,July,4502.47,July 2021,-173.74
Kasama,2021,8,August,4243.24,August 2021,
Kasama,2021,9,September,4243.24,September 2021,
Kasama,2021,10,October,4243.24,October 2021,
Kasama,2021,11,November,4243.24,November 2021,
Kasama,2021,12,December,4243.24,December 2021,
Kitwe,2006,1,January,1055.02,January 2006,
Kitwe,2006,2,February,1055.02,February 2006,0.0
Kitwe,2006,3,March,1055.02,March 2006,0.0
Kitwe,2006,4,April,1055.02,April 2006,0.0
Kitwe,2006,5,May,1055.02,May 2006,0.0
Kitwe,2006,6,June,1055.02,June 2006,0.0
Kitwe,2006,7,July,1055.02,July 2006,0.0
Kitwe,2006,8,August,1055.02,August 2006,0.0
Kitwe,2006,9,September,1055.02,September 2006,-7.81
Kitwe,2006,10,October,1055.02,October 2006,7.81
Kitwe,2006,11,November,1055.02,November 2006,7.8
Kitwe,2006,12,December,1055.02,December 2006,-7.8
Kitwe,2007,1,January,1115.93,January 2007,60.91
Kitwe,2007,2,February,1104.12,February 2007,-11.81
Kitwe,2007,3,March,1174.49,March 2007,70.37
Kitwe,2007,4,April,1233.08,April 2007,58.59
Kitwe,2007,5,May,1229.5,May 2007,-3.58
Kitwe,2007,6,June,1241.84,June 2007,12.34
Kitwe,2007,7,July,1216.79,July 2007,-25.05
Kitwe,2007,8,August,1218.97,August 2007,2.18
Kitwe,2007,9,September,1186.5,September 2007,-32.47
Kitwe,2007,10,October,1328.08,October 2007,141.58
Kitwe,2007,11,November,1241.84,November 2007,91.72
Kitwe,2007,12,December,1241.84,December 2007,13.21
Kitwe,2008,1,January,1693.13,January 2008,260.12
Kitwe,2008,2,February,1693.13,February 2008,5.11
Kitwe,2008,3,March,1693.13,March 2008,22.3
Kitwe,2008,4,April,1693.13,April 2008,-70.3
Kitwe,2008,5,May,1693.13,May 2008,42.89
Kitwe,2008,6,June,1693.13,June 2008,0.0
Kitwe,2008,7,July,1693.13,July 2008,-26.22
Kitwe,2008,8,August,1693.13,August 2008,26.22
Kitwe,2008,9,September,1693.13,September 2008,0.0
Kitwe,2008,10,October,1693.13,October 2008,36.57
Kitwe,2008,11,November,1693.13,November 2008,-36.57
Kitwe,2008,12,December,1693.13,December 2008,0.0
Kitwe,2009,1,January,1893.89,January 2009,200.76
Kitwe,2009,2,February,1893.89,February 2009,0.0
Kitwe,2009,3,March,1893.89,March 2009,-98.92
Kitwe,2009,4,April,1893.89,April 2009,98.92
Kitwe,2009,5,May,1893.89,May 2009,0.0
Kitwe,2009,6,June,1893.89,June 2009,0.0
Kitwe,2009,7,July,1893.89,July 2009,0.0
Kitwe,2009,8,August,1893.89,August 2009,0.0
Kitwe,2009,9,September,1893.89,September 2009,-21.07
Kitwe,2009,10,October,1893.89,October 2009,72.77
Kitwe,2009,11,November,1893.89,November 2009,16.59
Kitwe,2009,12,December,1893.89,December 2009,-68.29
Kitwe,2010,1,January,2011.39,January 2010,117.5
Kitwe,2010,2,February,2009.48,February 2010,103.03
Kitwe,2010,3,March,1997.1,March 2010,-117.32
Kitwe,2010,4,April,2005.13,April 2010,8.03
Kitwe,2010,5,May,2009.48,May 2010,-21.52
Kitwe,2010,6,June,2009.48,June 2010,25.87
Kitwe,2010,7,July,2009.48,July 2010,0.0
Kitwe,2010,8,August,2009.48,August 2010,-114.39
Kitwe,2010,9,September,2021.74,September 2010,126.65
Kitwe,2010,10,October,2009.48,October 2010,-12.26
Kitwe,2010,11,November,2005.84,November 2010,-3.64
Kitwe,2010,12,December,2009.48,December 2010,45.15
Kitwe,2011,1,January,2117.59,January 2011,66.6
Kitwe,2011,2,February,2029.37,February 2011,-88.22
Kitwe,2011,3,March,2023.14,March 2011,-6.23
Kitwe,2011,4,April,2070.89,April 2011,47.75
Kitwe,2011,5,May,2169.89,May 2011,99.0
Kitwe,2011,6,June,2117.59,June 2011,184.94
Kitwe,2011,7,July,2117.59,July 2011,10.02
Kitwe,2011,8,August,2077.19,August 2011,-287.66
Kitwe,2011,9,September,2042.74,September 2011,-34.45
Kitwe,2011,10,October,2037.6,October 2011,-5.14
Kitwe,2011,11,November,2005.37,November 2011,-32.23
Kitwe,2011,12,December,2117.59,December 2011,112.22
Kitwe,2012,1,January,2163.9,January 2012,-40.29
Kitwe,2012,2,February,2102.6,February 2012,25.3
Kitwe,2012,3,March,2147.76,March 2012,45.16
Kitwe,2012,4,April,2141.82,April 2012,-5.94
Kitwe,2012,5,May,2159.38,May 2012,17.56
Kitwe,2012,6,June,2163.9,June 2012,4.52
Kitwe,2012,7,July,2163.9,July 2012,0.0
Kitwe,2012,8,August,2144.24,August 2012,-19.66
Kitwe,2012,9,September,2174.12,September 2012,29.88
Kitwe,2012,10,October,2220.7,October 2012,46.58
Kitwe,2012,11,November,2226.3,November 2012,5.6
Kitwe,2012,12,December,2244.76,December 2012,18.46
Kitwe,2013,1,January,2204.08,January 2013,-40.68
Kitwe,2013,2,February,2224.52,February 2013,20.44
Kitwe,2013,3,March,2275.26,March 2013,50.74
Kitwe,2013,4,April,2251.36,April 2013,-23.9
Kitwe,2013,5,May,2323.76,May 2013,72.4
Kitwe,2013,6,June,2429.27,June 2013,105.51
Kitwe,2013,7,July,2412.49,July 2013,-16.78
Kitwe,2013,8,August,2178.83,August 2013,-233.66
Kitwe,2013,9,September,2181.01,September 2013,2.18
Kitwe,2013,10,October,2255.41,October 2013,74.4
Kitwe,2013,11,November,2289.43,November 2013,34.02
Kitwe,2013,12,December,2317.6,December 2013,28.17
Kitwe,2014,1,January,2405.04,January 2014,87.44
Kitwe,2014,2,February,2517.26,February 2014,112.22
Kitwe,2014,3,March,2517.26,March 2014,0.0
Kitwe,2014,4,April,2295.62,April 2014,-221.64
Kitwe,2014,5,May,2407.47,May 2014,111.85
Kitwe,2014,6,June,2517.26,June 2014,109.79
Kitwe,2014,7,July,2614.66,July 2014,97.4
Kitwe,2014,8,August,2565.49,August 2014,-49.17
Kitwe,2014,9,September,2607.66,September 2014,42.17
Kitwe,2014,10,October,2665.94,October 2014,58.28
Kitwe,2014,11,November,2463.82,November 2014,-202.12
Kitwe,2014,12,December,2629.68,December 2014,165.86
Kitwe,2015,1,January,3025.44,January 2015,187.16
Kitwe,2015,2,February,3025.44,February 2015,-228.02
Kitwe,2015,3,March,3025.44,March 2015,187.71
Kitwe,2015,4,April,3025.44,April 2015,248.91
Kitwe,2015,5,May,3025.44,May 2015,0.0
Kitwe,2015,6,June,3025.44,June 2015,0.0
Kitwe,2015,7,July,3025.44,July 2015,0.0
Kitwe,2015,8,August,3025.44,August 2015,0.0
Kitwe,2015,9,September,3025.44,September 2015,0.0
Kitwe,2015,10,October,3025.44,October 2015,0.0
Kitwe,2015,11,November,3025.44,November 2015,0.0
Kitwe,2015,12,December,3025.44,December 2015,894.14
Kitwe,2016,1,January,3944.3,January 2016,
Kitwe,2016,2,February,3903.99,February 2016,-378.32
Kitwe,2016,3,March,3944.3,March 2016,
Kitwe,2016,4,April,4066.34,April 2016,525.08
Kitwe,2016,5,May,4020.83,May 2016,-45.51
Kitwe,2016,6,June,3824.87,June 2016,-195.96
Kitwe,2016,7,July,4001.85,July 2016,176.98
Kitwe,2016,8,August,3824.49,August 2016,-177.36
Kitwe,2016,9,September,3898.43,September 2016,73.94
Kitwe,2016,10,October,3944.3,October 2016,
Kitwe,2016,11,November,4011.07,November 2016,112.64
Kitwe,2016,12,December,3946.8,December 2016,-64.27
Kitwe,2017,1,January,4034.37,January 2017,87.57
Kitwe,2017,2,February,4031.28,February 2017,-3.09
Kitwe,2017,3,March,4004.92,March 2017,-26.36
Kitwe,2017,4,April,3983.53,April 2017,-21.39
Kitwe,2017,5,May,3726.46,May 2017,-257.07
Kitwe,2017,6,June,3867.16,June 2017,-718.01
Kitwe,2017,7,July,3755.97,July 2017,747.52
Kitwe,2017,8,August,3666.44,August 2017,-89.53
Kitwe,2017,9,September,4102.79,September 2017,436.35
Kitwe,2017,10,October,4082.15,October 2017,-20.64
Kitwe,2017,11,November,4035.74,November 2017,-46.41
Kitwe,2017,12,December,3973.76,December 2017,-61.98
Kitwe,2018,1,January,4332.8,January 2018,359.04
Kitwe,2018,2,February,4268.05,February 2018,-64.75
Kitwe,2018,3,March,4537.17,March 2018,269.12
Kitwe,2018,4,April,4428.92,April 2018,-108.25
Kitwe,2018,5,May,4317.03,May 2018,-111.89
Kitwe,2018,6,June,4243.6,June 2018,-73.43
Kitwe,2018,7,July,4564.38,July 2018,320.78
Kitwe,2018,8,August,4430.34,August 2018,594.62
Kitwe,2018,9,September,4025.37,September 2018,-1133.63
Kitwe,2018,10,October,4327.92,October 2018,302.55
Kitwe,2018,11,November,4421.4,November 2018,93.48
Kitwe,2018,12,December,4538.48,December 2018,117.08
Kitwe,2019,1,January,4406.81,January 2019,-131.67
Kitwe,2019,2,February,4325.37,February 2019,-81.44
Kitwe,2019,3,March,3889.54,March 2019,-435.83
Kitwe,2019,4,April,4996.3,April 2019,1106.76
Kitwe,2019,5,May,3625.03,May 2019,-1371.27
Kitwe,2019,6,June,4647.68,June 2019,1022.65
Kitwe,2019,7,July,4895.77,July 2019,248.09
Kitwe,2019,8,August,4666.14,August 2019,-229.63
Kitwe,2019,9,September,4457.25,September 2019,-208.89
Kitwe,2019,10,October,5161.56,October 2019,704.31
Kitwe,2019,11,November,5101.8,November 2019,-59.76
Kitwe,2019,12,December,5774.45,December 2019,672.65
Kitwe,2020,1,January,5095.38,January 2020,-679.07
Kitwe,2020,2,February,5168.12,February 2020,72.74
Kitwe,2020,3,March,5382.93,March 2020,214.81
Kitwe,2020,4,April,5361.73,April 2020,-21.2
Kitwe,2020,5,May,5318.43,May 2020,-43.3
Kitwe,2020,6,June,5509.81,June 2020,191.38
Kitwe,2020,7,July,5987.9,July 2020,478.09
Kitwe,2020,8,August,6365.25,August 2020,377.35
Kitwe,2020,9,September,6344.55,September 2020,-20.7
Kitwe,2020,10,October,5811.99,October 2020,-532.56
Kitwe,2020,11,November,5126.93,November 2020,-685.06
Kitwe,2020,12,December,5454.16,December 2020,327.23
Kitwe,2021,1,January,6256.95,January 2021,802.79
Kitwe,2021,2,February,6605.92,February 2021,348.97
Kitwe,2021,3,March,6675.64,March 2021,69.72
Kitwe,2021,4,April,6955.58,April 2021,279.94
Kitwe,2021,5,May,7166.36,May 2021,210.78
Kitwe,2021,6,June,7562.83,June 2021,396.47
Kitwe,2021,7,July,7343.97,July 2021,-218.86
Kitwe,2021,8,August,6938.18,August 2021,
Kitwe,2021,9,September,6938.18,September 2021,
Kitwe,2021,10,October,6938.18,October 2021,
Kitwe,2021,11,November,6938.18,November 2021,
Kitwe,2021,12,December,6938.18,December 2021,
Livingstone,2010,1,January,2055.76,January 2010,
Livingstone,2010,2,February,2055.76,February 2010,0.0
Livingstone,2010,3,March,2055.76,March 2010,0.0
Livingstone,2010,4,April,2055.76,April 2010,0.0
Livingstone,2010,5,May,2055.76,May 2010,0.0
Livingstone,2010,6,June,2055.76,June 2010,0.0
Livingstone,2010,7,July,2055.76,July 2010,0.0
Livingstone,2010,8,August,2055.76,August 2010,0.0
Livingstone,2010,9,September,2055.76,September 2010,0.0
Livingstone,2010,10,October,2055.76,October 2010,0.0
Livingstone,2010,11,November,2055.76,November 2010,0.0
Livingstone,2010,12,December,2055.76,December 2010,0.0
Livingstone,2011,1,January,2181.37,January 2011,125.61
Livingstone,2011,2,February,2158.7,February 2011,-22.67
Livingstone,2011,3,March,2153.7,March 2011,-5.0
Livingstone,2011,4,April,2167.9,April 2011,14.2
Livingstone,2011,5,May,2181.37,May 2011,13.47
Livingstone,2011,6,June,2179.1,June 2011,-2.27
Livingstone,2011,7,July,2156.95,July 2011,-22.15
Livingstone,2011,8,August,2181.37,August 2011,-61.85
Livingstone,2011,9,September,2181.37,September 2011,86.27
Livingstone,2011,10,October,2170.39,October 2011,-10.98
Livingstone,2011,11,November,2181.37,November 2011,120.35
Livingstone,2011,12,December,2181.37,December 2011,-31.0
Livingstone,2012,1,January,2225.08,January 2012,-34.66
Livingstone,2012,2,February,2172.82,February 2012,-52.26
Livingstone,2012,3,March,2125.82,March 2012,-47.0
Livingstone,2012,4,April,2159.28,April 2012,33.46
Livingstone,2012,5,May,2163.08,May 2012,3.8
Livingstone,2012,6,June,2178.04,June 2012,14.96
Livingstone,2012,7,July,2178.04,July 2012,0.0
Livingstone,2012,8,August,2132.76,August 2012,-45.28
Livingstone,2012,9,September,2146.46,September 2012,13.7
Livingstone,2012,10,October,2181.72,October 2012,35.26
Livingstone,2012,11,November,2214.58,November 2012,32.86
Livingstone,2012,12,December,2178.04,December 2012,44.2
Livingstone,2013,1,January,2254.78,January 2013,-4.0
Livingstone,2013,2,February,2273.36,February 2013,18.58
Livingstone,2013,3,March,2262.9,March 2013,-10.46
Livingstone,2013,4,April,2308.72,April 2013,45.82
Livingstone,2013,5,May,2650.34,May 2013,341.62
Livingstone,2013,6,June,2684.01,June 2013,33.67
Livingstone,2013,7,July,2686.51,July 2013,2.5
Livingstone,2013,8,August,2672.0,August 2013,-14.51
Livingstone,2013,9,September,2667.68,September 2013,-4.32
Livingstone,2013,10,October,2534.27,October 2013,-133.41
Livingstone,2013,11,November,2707.61,November 2013,173.34
Livingstone,2013,12,December,2709.05,December 2013,1.44
Livingstone,2014,1,January,2708.99,January 2014,-0.06
Livingstone,2014,2,February,2877.5,February 2014,168.51
Livingstone,2014,3,March,2708.99,March 2014,-168.51
Livingstone,2014,4,April,2920.7,April 2014,211.71
Livingstone,2014,5,May,2903.0,May 2014,-17.7
Livingstone,2014,6,June,2877.5,June 2014,-25.5
Livingstone,2014,7,July,2785.75,July 2014,-91.75
Livingstone,2014,8,August,2832.63,August 2014,46.88
Livingstone,2014,9,September,2818.49,September 2014,-14.14
Livingstone,2014,10,October,2819.96,October 2014,1.47
Livingstone,2014,11,November,3017.36,November 2014,197.4
Livingstone,2014,12,December,2877.5,December 2014,241.78
Livingstone,2015,1,January,3192.81,January 2015,-100.82
Livingstone,2015,2,February,3192.81,February 2015,-56.83
Livingstone,2015,3,March,3192.81,March 2015,-96.64
Livingstone,2015,4,April,3192.81,April 2015,187.96
Livingstone,2015,5,May,3192.81,May 2015,0.0
Livingstone,2015,6,June,3192.81,June 2015,0.0
Livingstone,2015,7,July,3192.81,July 2015,0.0
Livingstone,2015,8,August,3192.81,August 2015,0.0
Livingstone,2015,9,September,3192.81,September 2015,0.0
Livingstone,2015,10,October,3192.81,October 2015,0.0
Livingstone,2015,11,November,3192.81,November 2015,0.0
Livingstone,2015,12,December,3192.81,December 2015,313.78
Livingstone,2016,1,January,3897.22,January 2016,390.63
Livingstone,2016,2,February,3890.41,February 2016,-6.81
Livingstone,2016,3,March,3865.91,March 2016,
Livingstone,2016,4,April,3929.74,April 2016,39.33
Livingstone,2016,5,May,3847.07,May 2016,-82.67
Livingstone,2016,6,June,3860.27,June 2016,13.2
Livingstone,2016,7,July,3852.83,July 2016,-7.44
Livingstone,2016,8,August,3834.71,August 2016,-226.3
Livingstone,2016,9,September,3834.71,September 2016,73.13
Livingstone,2016,10,October,3849.27,October 2016,149.61
Livingstone,2016,11,November,3817.7,November 2016,-31.57
Livingstone,2016,12,December,3911.08,December 2016,93.38
Livingstone,2017,1,January,3900.83,January 2017,-10.25
Livingstone,2017,2,February,3863.69,February 2017,-37.14
Livingstone,2017,3,March,3869.9,March 2017,6.21
Livingstone,2017,4,April,3869.9,April 2017,0.0
Livingstone,2017,5,May,3853.87,May 2017,394.15
Livingstone,2017,6,June,3844.59,June 2017,-419.46
Livingstone,2017,7,July,3795.61,July 2017,-48.98
Livingstone,2017,8,August,3796.35,August 2017,0.74
Livingstone,2017,9,September,3736.99,September 2017,-59.36
Livingstone,2017,10,October,3774.4,October 2017,37.41
Livingstone,2017,11,November,3773.6,November 2017,-0.8
Livingstone,2017,12,December,3756.51,December 2017,-17.09
Livingstone,2018,1,January,4225.94,January 2018,243.14
Livingstone,2018,2,February,4211.85,February 2018,212.2
Livingstone,2018,3,March,4184.49,March 2018,-27.36
Livingstone,2018,4,April,4327.12,April 2018,142.63
Livingstone,2018,5,May,4268.68,May 2018,-58.44
Livingstone,2018,6,June,4230.01,June 2018,-38.67
Livingstone,2018,7,July,4285.94,July 2018,55.93
Livingstone,2018,8,August,4240.15,August 2018,-45.79
Livingstone,2018,9,September,4227.01,September 2018,-13.14
Livingstone,2018,10,October,4139.09,October 2018,-87.92
Livingstone,2018,11,November,4305.56,November 2018,166.47
Livingstone,2018,12,December,4291.69,December 2018,-13.87
Livingstone,2019,1,January,4221.08,January 2019,-70.61
Livingstone,2019,2,February,3880.36,February 2019,-340.72
Livingstone,2019,3,March,3813.43,March 2019,-66.93
Livingstone,2019,4,April,3892.04,April 2019,78.61
Livingstone,2019,5,May,3951.86,May 2019,59.82
Livingstone,2019,6,June,3969.44,June 2019,17.58
Livingstone,2019,7,July,4657.66,July 2019,688.22
Livingstone,2019,8,August,4552.52,August 2019,-105.14
Livingstone,2019,9,September,5316.78,September 2019,764.26
Livingstone,2019,10,October,5329.46,October 2019,12.68
Livingstone,2019,11,November,5305.61,November 2019,-23.85
Livingstone,2019,12,December,4807.91,December 2019,-497.7
Livingstone,2020,1,January,5242.63,January 2020,434.72
Livingstone,2020,2,February,5346.33,February 2020,103.7
Livingstone,2020,3,March,5325.3,March 2020,344.28
Livingstone,2020,4,April,5404.36,April 2020,-286.25
Livingstone,2020,5,May,5353.84,May 2020,-50.52
Livingstone,2020,6,June,5376.81,June 2020,22.97
Livingstone,2020,7,July,5076.23,July 2020,-300.58
Livingstone,2020,8,August,5573.92,August 2020,497.69
Livingstone,2020,9,September,5216.06,September 2020,-357.86
Livingstone,2020,10,October,5389.03,October 2020,172.97
Livingstone,2020,11,November,5053.12,November 2020,-335.91
Livingstone,2020,12,December,5180.64,December 2020,127.52
Livingstone,2021,1,January,5407.56,January 2021,226.92
Livingstone,2021,2,February,6107.43,February 2021,699.87
Livingstone,2021,3,March,6289.23,March 2021,181.8
Livingstone,2021,4,April,6615.57,April 2021,326.34
Livingstone,2021,5,May,5660.09,May 2021,-955.48
Livingstone,2021,6,June,5629.01,June 2021,-31.08
Livingstone,2021,7,July,5610.84,July 2021,-18.17
Livingstone,2021,8,August,5902.82,August 2021,
Livingstone,2021,9,September,5902.82,September 2021,
Livingstone,2021,10,October,5902.82,October 2021,
Livingstone,2021,11,November,5902.82,November 2021,
Livingstone,2021,12,December,5902.82,December 2021,
Luanshya,2006,1,January,913.34,January 2006,
Luanshya,2006,2,February,913.34,February 2006,0.0
Luanshya,2006,3,March,913.34,March 2006,0.0
Luanshya,2006,4,April,913.34,April 2006,0.0
Luanshya,2006,5,May,913.34,May 2006,0.0
Luanshya,2006,6,June,913.34,June 2006,0.0
Luanshya,2006,7,July,913.34,July 2006,0.0
Luanshya,2006,8,August,913.34,August 2006,0.0
Luanshya,2006,9,September,913.34,September 2006,0.41
Luanshya,2006,10,October,913.34,October 2006,1.18
Luanshya,2006,11,November,913.34,November 2006,-3.58
Luanshya,2006,12,December,913.34,December 2006,1.99
Luanshya,2007,1,January,940.75,January 2007,27.41
Luanshya,2007,2,February,932.69,February 2007,-8.06
Luanshya,2007,3,March,964.11,March 2007,31.42
Luanshya,2007,4,April,943.07,April 2007,-21.04
Luanshya,2007,5,May,957.19,May 2007,14.12
Luanshya,2007,6,June,958.59,June 2007,1.4
Luanshya,2007,7,July,972.35,July 2007,13.76
Luanshya,2007,8,August,930.88,August 2007,-41.47
Luanshya,2007,9,September,947.72,September 2007,16.84
Luanshya,2007,10,October,957.06,October 2007,9.34
Luanshya,2007,11,November,982.16,November 2007,25.1
Luanshya,2007,12,December,958.59,December 2007,34.35
Luanshya,2008,1,January,1193.62,January 2008,177.11
Luanshya,2008,2,February,1193.62,February 2008,-17.72
Luanshya,2008,3,March,1193.62,March 2008,-5.95
Luanshya,2008,4,April,1193.62,April 2008,0.74
Luanshya,2008,5,May,1193.62,May 2008,22.93
Luanshya,2008,6,June,1193.62,June 2008,0.0
Luanshya,2008,7,July,1193.62,July 2008,18.0
Luanshya,2008,8,August,1193.62,August 2008,-18.0
Luanshya,2008,9,September,1193.62,September 2008,0.0
Luanshya,2008,10,October,1193.62,October 2008,46.31
Luanshya,2008,11,November,1193.62,November 2008,-46.31
Luanshya,2008,12,December,1193.62,December 2008,0.0
Luanshya,2009,1,January,1397.25,January 2009,203.63
Luanshya,2009,2,February,1397.25,February 2009,0.0
Luanshya,2009,3,March,1397.25,March 2009,26.34
